..........AI : 5.736 s, Game : 1.104 s
..........AI : 16.824 s, Game : 5.889 s
Episode 518 avg. reward = 1.500, Long-term avg. reward = 1.679
..........AI : 23.808 s, Game : 8.492 s
Episode 519 avg. reward = 2.800, Long-term avg. reward = 1.690
..........AI : 21.784 s, Game : 7.729 s
Episode 520 avg. reward = 2.700, Long-term avg. reward = 1.700
..........AI : 27.036 s, Game : 9.416 s
Episode 521 avg. reward = 4.500, Long-term avg. reward = 1.728
..........AI : 20.362 s, Game : 6.908 s
Episode 522 avg. reward = 2.700, Long-term avg. reward = 1.738
..........AI : 14.552 s, Game : 5.207 s
Episode 523 avg. reward = 1.000, Long-term avg. reward = 1.730
..........AI : 18.233 s, Game : 6.334 s
Episode 524 avg. reward = 1.900, Long-term avg. reward = 1.732
..........AI : 19.599 s, Game : 6.915 s
Episode 525 avg. reward = 2.100, Long-term avg. reward = 1.736
..........AI : 18.725 s, Game : 6.784 s
Episode 526 avg. reward = 1.800, Long-term avg. reward = 1.736
..........AI : 18.309 s, Game : 6.626 s
Episode 527 avg. reward = 1.700, Long-term avg. reward = 1.736
..........AI : 26.120 s, Game : 9.037 s
Episode 528 avg. reward = 4.300, Long-term avg. reward = 1.762
..........AI : 20.403 s, Game : 7.128 s
Episode 529 avg. reward = 2.500, Long-term avg. reward = 1.769
..........AI : 19.139 s, Game : 6.938 s
Episode 530 avg. reward = 2.100, Long-term avg. reward = 1.772
..........AI : 10.821 s, Game : 3.921 s
Episode 531 avg. reward = 0.400, Long-term avg. reward = 1.759
..........AI : 17.486 s, Game : 5.900 s
Episode 532 avg. reward = 2.200, Long-term avg. reward = 1.763
..........AI : 16.759 s, Game : 5.912 s
Episode 533 avg. reward = 1.600, Long-term avg. reward = 1.761
..........AI : 18.032 s, Game : 6.555 s
Episode 534 avg. reward = 1.800, Long-term avg. reward = 1.762
..........AI : 17.220 s, Game : 5.829 s
Episode 535 avg. reward = 1.800, Long-term avg. reward = 1.762
..........AI : 23.086 s, Game : 8.285 s
Episode 536 avg. reward = 2.800, Long-term avg. reward = 1.772
..........AI : 22.902 s, Game : 7.983 s
Episode 537 avg. reward = 2.900, Long-term avg. reward = 1.784
..........AI : 20.825 s, Game : 7.254 s
Episode 538 avg. reward = 2.900, Long-term avg. reward = 1.795
..........AI : 23.696 s, Game : 8.631 s
Episode 539 avg. reward = 3.000, Long-term avg. reward = 1.807
..........AI : 17.583 s, Game : 6.202 s
Episode 540 avg. reward = 1.600, Long-term avg. reward = 1.805
..........AI : 13.223 s, Game : 4.793 s
Episode 541 avg. reward = 0.800, Long-term avg. reward = 1.795
..........AI : 19.539 s, Game : 6.813 s
Episode 542 avg. reward = 2.800, Long-term avg. reward = 1.805
..........AI : 17.378 s, Game : 6.311 s
Episode 543 avg. reward = 1.500, Long-term avg. reward = 1.802
..........AI : 17.788 s, Game : 6.079 s
Episode 544 avg. reward = 2.200, Long-term avg. reward = 1.806
..........AI : 17.133 s, Game : 6.122 s
Episode 545 avg. reward = 1.800, Long-term avg. reward = 1.806
..........AI : 21.309 s, Game : 7.479 s
Episode 546 avg. reward = 3.100, Long-term avg. reward = 1.819
..........AI : 23.757 s, Game : 8.274 s
Episode 547 avg. reward = 3.400, Long-term avg. reward = 1.835
..........AI : 18.150 s, Game : 6.534 s
Episode 548 avg. reward = 1.800, Long-term avg. reward = 1.834
..........AI : 16.749 s, Game : 5.855 s
Episode 549 avg. reward = 1.600, Long-term avg. reward = 1.832
..........AI : 19.542 s, Game : 6.780 s
Episode 550 avg. reward = 2.500, Long-term avg. reward = 1.839
..........AI : 14.255 s, Game : 5.143 s
Episode 551 avg. reward = 0.900, Long-term avg. reward = 1.829
..........AI : 17.165 s, Game : 5.904 s
Episode 552 avg. reward = 1.700, Long-term avg. reward = 1.828
..........AI : 18.095 s, Game : 6.709 s
Episode 553 avg. reward = 1.400, Long-term avg. reward = 1.824
..........AI : 18.163 s, Game : 5.823 s
Episode 554 avg. reward = 2.500, Long-term avg. reward = 1.830
..........AI : 27.513 s, Game : 9.501 s
Episode 555 avg. reward = 4.000, Long-term avg. reward = 1.852
..........AI : 21.954 s, Game : 7.693 s
Episode 556 avg. reward = 3.000, Long-term avg. reward = 1.864
..........AI : 26.096 s, Game : 9.131 s
Episode 557 avg. reward = 3.700, Long-term avg. reward = 1.882
..........AI : 23.186 s, Game : 8.059 s
Episode 558 avg. reward = 3.300, Long-term avg. reward = 1.896
..........AI : 18.282 s, Game : 6.383 s
Episode 559 avg. reward = 1.800, Long-term avg. reward = 1.895
..........AI : 20.697 s, Game : 7.419 s
Episode 560 avg. reward = 2.100, Long-term avg. reward = 1.897
..........AI : 29.305 s, Game : 10.477 s
Episode 561 avg. reward = 4.600, Long-term avg. reward = 1.924
..........AI : 19.357 s, Game : 6.797 s
Episode 562 avg. reward = 2.300, Long-term avg. reward = 1.928
..........AI : 25.531 s, Game : 8.835 s
Episode 563 avg. reward = 3.500, Long-term avg. reward = 1.944
..........AI : 18.310 s, Game : 6.577 s
Episode 564 avg. reward = 1.600, Long-term avg. reward = 1.940
..........AI : 8.989 s, Game : 3.096 s
Episode 565 avg. reward = 0.000, Long-term avg. reward = 1.921
..........AI : 25.570 s, Game : 8.731 s
Episode 566 avg. reward = 3.500, Long-term avg. reward = 1.937
..........AI : 26.827 s, Game : 9.181 s
Episode 567 avg. reward = 4.400, Long-term avg. reward = 1.961
..........AI : 21.936 s, Game : 7.817 s
Episode 568 avg. reward = 2.600, Long-term avg. reward = 1.968
..........AI : 13.333 s, Game : 4.355 s
Episode 569 avg. reward = 0.800, Long-term avg. reward = 1.956
..........AI : 30.857 s, Game : 10.602 s
Episode 570 avg. reward = 5.000, Long-term avg. reward = 1.986
..........AI : 22.479 s, Game : 8.295 s
Episode 571 avg. reward = 2.700, Long-term avg. reward = 1.994
..........AI : 24.569 s, Game : 8.576 s
Episode 572 avg. reward = 3.500, Long-term avg. reward = 2.009
..........AI : 11.460 s, Game : 4.056 s
Episode 573 avg. reward = 0.500, Long-term avg. reward = 1.994
..........AI : 13.705 s, Game : 4.994 s
Episode 574 avg. reward = 1.100, Long-term avg. reward = 1.985
..........AI : 17.289 s, Game : 6.145 s
Episode 575 avg. reward = 1.900, Long-term avg. reward = 1.984
..........AI : 15.725 s, Game : 5.463 s
Episode 576 avg. reward = 1.300, Long-term avg. reward = 1.977
..........AI : 19.029 s, Game : 6.659 s
Episode 577 avg. reward = 2.600, Long-term avg. reward = 1.983
..........AI : 24.796 s, Game : 8.545 s
Episode 578 avg. reward = 3.400, Long-term avg. reward = 1.997
..........AI : 31.662 s, Game : 10.795 s
Episode 579 avg. reward = 5.100, Long-term avg. reward = 2.028
..........AI : 16.748 s, Game : 5.997 s
Episode 580 avg. reward = 1.400, Long-term avg. reward = 2.022
..........AI : 26.578 s, Game : 9.259 s
Episode 581 avg. reward = 4.000, Long-term avg. reward = 2.042
..........AI : 22.104 s, Game : 7.891 s
Episode 582 avg. reward = 2.600, Long-term avg. reward = 2.047
..........AI : 14.688 s, Game : 5.290 s
Episode 583 avg. reward = 0.900, Long-term avg. reward = 2.036
..........AI : 22.403 s, Game : 7.993 s
Episode 584 avg. reward = 2.800, Long-term avg. reward = 2.044
..........AI : 37.021 s, Game : 12.621 s
Episode 585 avg. reward = 6.900, Long-term avg. reward = 2.092
..........AI : 33.813 s, Game : 11.962 s
Episode 586 avg. reward = 5.800, Long-term avg. reward = 2.129
..........AI : 17.880 s, Game : 6.283 s
Episode 587 avg. reward = 2.100, Long-term avg. reward = 2.129
..........AI : 17.671 s, Game : 6.305 s
Episode 588 avg. reward = 1.900, Long-term avg. reward = 2.127
..........AI : 17.791 s, Game : 6.038 s
Episode 589 avg. reward = 2.000, Long-term avg. reward = 2.125
..........AI : 17.907 s, Game : 6.241 s
Episode 590 avg. reward = 2.000, Long-term avg. reward = 2.124
..........AI : 26.208 s, Game : 8.812 s
Episode 591 avg. reward = 4.600, Long-term avg. reward = 2.149
..........AI : 23.491 s, Game : 8.609 s
Episode 592 avg. reward = 3.000, Long-term avg. reward = 2.157
..........AI : 24.254 s, Game : 8.741 s
Episode 593 avg. reward = 3.000, Long-term avg. reward = 2.166
..........AI : 19.710 s, Game : 6.966 s
Episode 594 avg. reward = 2.100, Long-term avg. reward = 2.165
..........AI : 23.209 s, Game : 8.062 s
Episode 595 avg. reward = 3.200, Long-term avg. reward = 2.175
..........AI : 22.630 s, Game : 7.861 s
Episode 596 avg. reward = 3.100, Long-term avg. reward = 2.185
..........AI : 21.507 s, Game : 7.695 s
Episode 597 avg. reward = 2.600, Long-term avg. reward = 2.189
..........AI : 19.743 s, Game : 6.948 s
Episode 598 avg. reward = 2.400, Long-term avg. reward = 2.191
..........AI : 20.460 s, Game : 7.097 s
Episode 599 avg. reward = 2.400, Long-term avg. reward = 2.193
..........AI : 17.504 s, Game : 5.948 s
Episode 600 avg. reward = 2.200, Long-term avg. reward = 2.193
..........AI : 22.792 s, Game : 8.109 s
Episode 601 avg. reward = 3.100, Long-term avg. reward = 2.202
..........AI : 20.021 s, Game : 7.133 s
Episode 602 avg. reward = 2.200, Long-term avg. reward = 2.202
..........AI : 32.701 s, Game : 11.443 s
Episode 603 avg. reward = 5.400, Long-term avg. reward = 2.234
..........AI : 19.802 s, Game : 7.035 s
Episode 604 avg. reward = 2.100, Long-term avg. reward = 2.233
..........AI : 15.643 s, Game : 5.463 s
Episode 605 avg. reward = 1.400, Long-term avg. reward = 2.225
..........AI : 14.812 s, Game : 5.157 s
Episode 606 avg. reward = 0.900, Long-term avg. reward = 2.211
..........AI : 16.274 s, Game : 5.808 s
Episode 607 avg. reward = 1.400, Long-term avg. reward = 2.203
..........AI : 20.018 s, Game : 7.428 s
Episode 608 avg. reward = 2.200, Long-term avg. reward = 2.203
..........AI : 22.195 s, Game : 7.452 s
Episode 609 avg. reward = 3.500, Long-term avg. reward = 2.216
..........AI : 10.054 s, Game : 3.320 s
Episode 610 avg. reward = 0.400, Long-term avg. reward = 2.198
..........AI : 27.536 s, Game : 8.744 s
Episode 611 avg. reward = 4.900, Long-term avg. reward = 2.225
..........AI : 26.662 s, Game : 9.488 s
Episode 612 avg. reward = 3.800, Long-term avg. reward = 2.241
..........AI : 14.814 s, Game : 5.178 s
Episode 613 avg. reward = 1.100, Long-term avg. reward = 2.229
..........AI : 21.643 s, Game : 7.734 s
Episode 614 avg. reward = 2.600, Long-term avg. reward = 2.233
..........AI : 16.257 s, Game : 5.529 s
Episode 615 avg. reward = 1.700, Long-term avg. reward = 2.228
..........AI : 14.791 s, Game : 5.176 s
Episode 616 avg. reward = 1.600, Long-term avg. reward = 2.221
..........AI : 31.347 s, Game : 10.978 s
Episode 617 avg. reward = 5.300, Long-term avg. reward = 2.252
..........AI : 13.064 s, Game : 4.564 s
Episode 618 avg. reward = 0.900, Long-term avg. reward = 2.239
..........AI : 23.940 s, Game : 8.294 s
Episode 619 avg. reward = 3.200, Long-term avg. reward = 2.248
..........AI : 29.785 s, Game : 9.944 s
Episode 620 avg. reward = 4.700, Long-term avg. reward = 2.273
..........AI : 23.158 s, Game : 8.219 s
Episode 621 avg. reward = 2.900, Long-term avg. reward = 2.279
..........AI : 13.730 s, Game : 4.823 s
Episode 622 avg. reward = 1.000, Long-term avg. reward = 2.266
..........AI : 26.028 s, Game : 8.819 s
Episode 623 avg. reward = 4.300, Long-term avg. reward = 2.287
..........AI : 19.242 s, Game : 6.441 s
Episode 624 avg. reward = 2.600, Long-term avg. reward = 2.290
..........AI : 30.410 s, Game : 10.475 s
Episode 625 avg. reward = 5.100, Long-term avg. reward = 2.318
..........AI : 13.896 s, Game : 4.887 s
Episode 626 avg. reward = 0.900, Long-term avg. reward = 2.304
..........AI : 19.684 s, Game : 6.906 s
Episode 627 avg. reward = 2.000, Long-term avg. reward = 2.301
..........AI : 15.063 s, Game : 5.192 s
Episode 628 avg. reward = 1.500, Long-term avg. reward = 2.293
..........AI : 25.204 s, Game : 8.929 s
Episode 629 avg. reward = 3.100, Long-term avg. reward = 2.301
..........AI : 18.091 s, Game : 6.471 s
Episode 630 avg. reward = 1.800, Long-term avg. reward = 2.296
..........AI : 26.733 s, Game : 9.304 s
Episode 631 avg. reward = 3.400, Long-term avg. reward = 2.307
..........AI : 26.031 s, Game : 9.036 s
Episode 632 avg. reward = 3.400, Long-term avg. reward = 2.318
..........AI : 20.379 s, Game : 7.176 s
Episode 633 avg. reward = 2.600, Long-term avg. reward = 2.320
..........AI : 13.322 s, Game : 4.450 s
Episode 634 avg. reward = 1.100, Long-term avg. reward = 2.308
..........AI : 19.199 s, Game : 6.918 s
Episode 635 avg. reward = 2.100, Long-term avg. reward = 2.306
..........AI : 14.338 s, Game : 5.160 s
Episode 636 avg. reward = 0.900, Long-term avg. reward = 2.292
..........AI : 28.118 s, Game : 9.823 s
Episode 637 avg. reward = 4.100, Long-term avg. reward = 2.310
..........AI : 24.228 s, Game : 8.680 s
Episode 638 avg. reward = 3.100, Long-term avg. reward = 2.318
..........AI : 29.879 s, Game : 10.471 s
Episode 639 avg. reward = 4.900, Long-term avg. reward = 2.344
..........AI : 13.455 s, Game : 4.783 s
Episode 640 avg. reward = 0.800, Long-term avg. reward = 2.329
..........AI : 31.056 s, Game : 10.810 s
Episode 641 avg. reward = 4.900, Long-term avg. reward = 2.354
..........AI : 15.461 s, Game : 5.386 s
Episode 642 avg. reward = 1.200, Long-term avg. reward = 2.343
..........AI : 14.466 s, Game : 5.031 s
Episode 643 avg. reward = 1.400, Long-term avg. reward = 2.333
..........AI : 17.527 s, Game : 5.966 s
Episode 644 avg. reward = 2.200, Long-term avg. reward = 2.332
..........AI : 28.020 s, Game : 9.794 s
Episode 645 avg. reward = 3.900, Long-term avg. reward = 2.348
..........AI : 26.719 s, Game : 9.540 s
Episode 646 avg. reward = 3.600, Long-term avg. reward = 2.360
..........AI : 20.973 s, Game : 7.155 s
Episode 647 avg. reward = 2.900, Long-term avg. reward = 2.366
..........AI : 27.751 s, Game : 9.679 s
Episode 648 avg. reward = 4.100, Long-term avg. reward = 2.383
..........AI : 24.504 s, Game : 8.849 s
Episode 649 avg. reward = 3.100, Long-term avg. reward = 2.390
..........AI : 19.780 s, Game : 6.828 s
Episode 650 avg. reward = 2.600, Long-term avg. reward = 2.392
..........AI : 11.500 s, Game : 4.046 s
Episode 651 avg. reward = 0.500, Long-term avg. reward = 2.373
..........AI : 23.355 s, Game : 8.281 s
Episode 652 avg. reward = 2.800, Long-term avg. reward = 2.377
..........AI : 21.784 s, Game : 7.816 s
Episode 653 avg. reward = 2.800, Long-term avg. reward = 2.382
..........AI : 23.593 s, Game : 8.030 s
Episode 654 avg. reward = 3.400, Long-term avg. reward = 2.392
..........AI : 30.023 s, Game : 10.872 s
Episode 655 avg. reward = 4.200, Long-term avg. reward = 2.410
..........AI : 26.947 s, Game : 9.391 s
Episode 656 avg. reward = 4.100, Long-term avg. reward = 2.427
..........AI : 16.635 s, Game : 5.711 s
Episode 657 avg. reward = 1.700, Long-term avg. reward = 2.420
..........AI : 28.635 s, Game : 10.184 s
Episode 658 avg. reward = 4.100, Long-term avg. reward = 2.436
..........AI : 32.117 s, Game : 11.442 s
Episode 659 avg. reward = 5.100, Long-term avg. reward = 2.463
..........AI : 32.320 s, Game : 11.130 s
Episode 660 avg. reward = 5.700, Long-term avg. reward = 2.495
..........AI : 25.856 s, Game : 9.061 s
Episode 661 avg. reward = 3.500, Long-term avg. reward = 2.505
..........AI : 28.555 s, Game : 10.244 s
Episode 662 avg. reward = 4.100, Long-term avg. reward = 2.521
..........AI : 26.485 s, Game : 9.314 s
Episode 663 avg. reward = 4.000, Long-term avg. reward = 2.536
..........AI : 22.384 s, Game : 8.104 s
Episode 664 avg. reward = 2.700, Long-term avg. reward = 2.538
..........AI : 24.841 s, Game : 8.891 s
Episode 665 avg. reward = 3.300, Long-term avg. reward = 2.545
..........AI : 18.760 s, Game : 6.728 s
Episode 666 avg. reward = 1.900, Long-term avg. reward = 2.539
..........AI : 19.954 s, Game : 7.013 s
Episode 667 avg. reward = 2.300, Long-term avg. reward = 2.537
..........AI : 18.656 s, Game : 6.627 s
Episode 668 avg. reward = 2.200, Long-term avg. reward = 2.533
..........AI : 20.022 s, Game : 7.206 s
Episode 669 avg. reward = 2.200, Long-term avg. reward = 2.530
..........AI : 31.683 s, Game : 11.208 s
Episode 670 avg. reward = 4.700, Long-term avg. reward = 2.552
..........AI : 20.183 s, Game : 7.142 s
Episode 671 avg. reward = 2.600, Long-term avg. reward = 2.552
..........AI : 20.954 s, Game : 7.330 s
Episode 672 avg. reward = 2.400, Long-term avg. reward = 2.551
..........AI : 20.252 s, Game : 7.180 s
Episode 673 avg. reward = 2.100, Long-term avg. reward = 2.546
..........AI : 13.823 s, Game : 4.865 s
Episode 674 avg. reward = 0.800, Long-term avg. reward = 2.529
..........AI : 18.729 s, Game : 6.359 s
Episode 675 avg. reward = 2.200, Long-term avg. reward = 2.525
..........AI : 25.736 s, Game : 8.918 s
Episode 676 avg. reward = 4.100, Long-term avg. reward = 2.541
..........AI : 21.640 s, Game : 7.648 s
Episode 677 avg. reward = 2.200, Long-term avg. reward = 2.538
..........AI : 25.190 s, Game : 9.028 s
Episode 678 avg. reward = 3.400, Long-term avg. reward = 2.546
..........AI : 29.452 s, Game : 10.053 s
Episode 679 avg. reward = 4.900, Long-term avg. reward = 2.570
..........AI : 31.634 s, Game : 10.912 s
Episode 680 avg. reward = 4.800, Long-term avg. reward = 2.592
..........AI : 26.888 s, Game : 9.141 s
Episode 681 avg. reward = 4.300, Long-term avg. reward = 2.609
..........AI : 18.815 s, Game : 6.712 s
Episode 682 avg. reward = 2.100, Long-term avg. reward = 2.604
..........AI : 16.395 s, Game : 5.730 s
Episode 683 avg. reward = 1.600, Long-term avg. reward = 2.594
..........AI : 21.691 s, Game : 7.691 s
Episode 684 avg. reward = 2.800, Long-term avg. reward = 2.596
..........AI : 19.218 s, Game : 6.773 s
Episode 685 avg. reward = 2.400, Long-term avg. reward = 2.594
..........AI : 31.533 s, Game : 10.785 s
Episode 686 avg. reward = 5.700, Long-term avg. reward = 2.625
..........AI : 18.829 s, Game : 6.761 s
Episode 687 avg. reward = 1.800, Long-term avg. reward = 2.617
..........AI : 19.275 s, Game : 6.632 s
Episode 688 avg. reward = 2.400, Long-term avg. reward = 2.615
..........AI : 21.208 s, Game : 7.460 s
Episode 689 avg. reward = 2.400, Long-term avg. reward = 2.613
..........AI : 23.787 s, Game : 8.322 s
Episode 690 avg. reward = 3.400, Long-term avg. reward = 2.621
..........AI : 24.391 s, Game : 8.291 s
Episode 691 avg. reward = 3.700, Long-term avg. reward = 2.631
..........AI : 22.710 s, Game : 7.912 s
Episode 692 avg. reward = 3.200, Long-term avg. reward = 2.637
..........AI : 31.646 s, Game : 10.858 s
Episode 693 avg. reward = 4.900, Long-term avg. reward = 2.660
..........AI : 12.640 s, Game : 4.349 s
Episode 694 avg. reward = 0.700, Long-term avg. reward = 2.640
..........AI : 23.861 s, Game : 8.349 s
Episode 695 avg. reward = 3.100, Long-term avg. reward = 2.645
..........AI : 23.759 s, Game : 8.379 s
Episode 696 avg. reward = 3.000, Long-term avg. reward = 2.648
..........AI : 23.407 s, Game : 8.275 s
Episode 697 avg. reward = 3.100, Long-term avg. reward = 2.653
..........AI : 27.308 s, Game : 9.538 s
Episode 698 avg. reward = 4.300, Long-term avg. reward = 2.669
..........AI : 21.496 s, Game : 7.707 s
Episode 699 avg. reward = 2.700, Long-term avg. reward = 2.669
..........AI : 19.660 s, Game : 6.854 s
Episode 700 avg. reward = 2.300, Long-term avg. reward = 2.666
..........AI : 35.710 s, Game : 12.327 s
Episode 701 avg. reward = 6.600, Long-term avg. reward = 2.705
..........AI : 18.041 s, Game : 6.415 s
Episode 702 avg. reward = 1.900, Long-term avg. reward = 2.697
..........AI : 19.375 s, Game : 6.776 s
Episode 703 avg. reward = 2.200, Long-term avg. reward = 2.692
..........AI : 19.505 s, Game : 6.848 s
Episode 704 avg. reward = 2.500, Long-term avg. reward = 2.690
..........AI : 18.744 s, Game : 6.492 s
Episode 705 avg. reward = 2.000, Long-term avg. reward = 2.683
..........AI : 21.473 s, Game : 7.565 s
Episode 706 avg. reward = 2.800, Long-term avg. reward = 2.684
..........AI : 24.498 s, Game : 8.366 s
Episode 707 avg. reward = 3.600, Long-term avg. reward = 2.694
..........AI : 28.297 s, Game : 9.589 s
Episode 708 avg. reward = 4.600, Long-term avg. reward = 2.713
..........AI : 19.374 s, Game : 6.786 s
Episode 709 avg. reward = 2.100, Long-term avg. reward = 2.707
..........AI : 27.571 s, Game : 10.004 s
Episode 710 avg. reward = 4.000, Long-term avg. reward = 2.719
..........AI : 28.293 s, Game : 10.052 s
Episode 711 avg. reward = 4.800, Long-term avg. reward = 2.740
..........AI : 26.373 s, Game : 9.443 s
Episode 712 avg. reward = 3.700, Long-term avg. reward = 2.750
..........AI : 27.521 s, Game : 9.402 s
Episode 713 avg. reward = 4.300, Long-term avg. reward = 2.765
..........AI : 31.184 s, Game : 10.389 s
Episode 714 avg. reward = 5.600, Long-term avg. reward = 2.794
..........AI : 16.972 s, Game : 5.726 s
Episode 715 avg. reward = 2.200, Long-term avg. reward = 2.788
..........AI : 16.146 s, Game : 5.458 s
Episode 716 avg. reward = 1.500, Long-term avg. reward = 2.775
..........AI : 20.767 s, Game : 7.084 s
Episode 717 avg. reward = 3.100, Long-term avg. reward = 2.778
..........AI : 31.883 s, Game : 11.207 s
Episode 718 avg. reward = 5.300, Long-term avg. reward = 2.803
..........AI : 11.252 s, Game : 4.146 s
Episode 719 avg. reward = 0.400, Long-term avg. reward = 2.779
..........AI : 26.287 s, Game : 9.087 s
Episode 720 avg. reward = 3.900, Long-term avg. reward = 2.791
..........AI : 35.361 s, Game : 12.324 s
Episode 721 avg. reward = 5.600, Long-term avg. reward = 2.819
..........AI : 23.135 s, Game : 8.049 s
Episode 722 avg. reward = 3.200, Long-term avg. reward = 2.822
..........AI : 19.309 s, Game : 6.637 s
Episode 723 avg. reward = 2.100, Long-term avg. reward = 2.815
..........AI : 33.355 s, Game : 11.863 s
Episode 724 avg. reward = 5.400, Long-term avg. reward = 2.841
..........AI : 28.242 s, Game : 9.734 s
Episode 725 avg. reward = 4.700, Long-term avg. reward = 2.860
..........AI : 28.788 s, Game : 9.766 s
Episode 726 avg. reward = 4.900, Long-term avg. reward = 2.880
..........AI : 21.663 s, Game : 7.587 s
Episode 727 avg. reward = 2.600, Long-term avg. reward = 2.877
..........AI : 24.294 s, Game : 8.450 s
Episode 728 avg. reward = 3.200, Long-term avg. reward = 2.881
..........AI : 26.509 s, Game : 9.579 s
Episode 729 avg. reward = 3.800, Long-term avg. reward = 2.890
..........AI : 30.481 s, Game : 10.792 s
Episode 730 avg. reward = 4.400, Long-term avg. reward = 2.905
..........AI : 21.506 s, Game : 7.682 s
Episode 731 avg. reward = 2.500, Long-term avg. reward = 2.901
..........AI : 18.963 s, Game : 6.610 s
Episode 732 avg. reward = 2.500, Long-term avg. reward = 2.897
..........AI : 24.705 s, Game : 8.442 s
Episode 733 avg. reward = 3.600, Long-term avg. reward = 2.904
..........AI : 25.570 s, Game : 9.148 s
Episode 734 avg. reward = 3.800, Long-term avg. reward = 2.913
..........AI : 23.909 s, Game : 8.536 s
Episode 735 avg. reward = 3.300, Long-term avg. reward = 2.917
..........AI : 18.510 s, Game : 6.359 s
Episode 736 avg. reward = 2.200, Long-term avg. reward = 2.909
..........AI : 34.548 s, Game : 12.477 s
Episode 737 avg. reward = 5.400, Long-term avg. reward = 2.934
..........AI : 39.100 s, Game : 13.067 s
Episode 738 avg. reward = 7.400, Long-term avg. reward = 2.979
..........AI : 18.157 s, Game : 6.383 s
Episode 739 avg. reward = 1.800, Long-term avg. reward = 2.967
..........AI : 27.218 s, Game : 9.078 s
Episode 740 avg. reward = 4.400, Long-term avg. reward = 2.982
..........AI : 25.057 s, Game : 9.224 s
Episode 741 avg. reward = 3.200, Long-term avg. reward = 2.984
..........AI : 21.193 s, Game : 7.412 s
Episode 742 avg. reward = 2.400, Long-term avg. reward = 2.978
..........AI : 28.960 s, Game : 10.247 s
Episode 743 avg. reward = 4.600, Long-term avg. reward = 2.994
..........AI : 23.913 s, Game : 8.709 s
Episode 744 avg. reward = 2.900, Long-term avg. reward = 2.993
..........AI : 17.461 s, Game : 6.027 s
Episode 745 avg. reward = 1.700, Long-term avg. reward = 2.980
..........AI : 22.685 s, Game : 8.297 s
Episode 746 avg. reward = 2.800, Long-term avg. reward = 2.978
..........AI : 24.951 s, Game : 9.084 s
Episode 747 avg. reward = 3.600, Long-term avg. reward = 2.985
..........AI : 16.702 s, Game : 5.862 s
Episode 748 avg. reward = 1.700, Long-term avg. reward = 2.972
..........AI : 26.769 s, Game : 9.504 s
Episode 749 avg. reward = 4.000, Long-term avg. reward = 2.982
..........AI : 21.432 s, Game : 7.349 s
Episode 750 avg. reward = 3.200, Long-term avg. reward = 2.984
..........AI : 29.699 s, Game : 10.412 s
Episode 751 avg. reward = 4.600, Long-term avg. reward = 3.000
..........AI : 13.848 s, Game : 4.927 s
Episode 752 avg. reward = 1.000, Long-term avg. reward = 2.980
..........AI : 23.207 s, Game : 7.817 s
Episode 753 avg. reward = 3.700, Long-term avg. reward = 2.988
..........AI : 22.288 s, Game : 7.908 s
Episode 754 avg. reward = 2.700, Long-term avg. reward = 2.985
..........AI : 27.169 s, Game : 9.610 s
Episode 755 avg. reward = 4.100, Long-term avg. reward = 2.996
..........AI : 31.719 s, Game : 11.210 s
Episode 756 avg. reward = 5.000, Long-term avg. reward = 3.016
..........AI : 17.490 s, Game : 6.007 s
Episode 757 avg. reward = 1.800, Long-term avg. reward = 3.004
..........AI : 32.659 s, Game : 11.729 s
Episode 758 avg. reward = 5.500, Long-term avg. reward = 3.029
..........AI : 18.700 s, Game : 6.661 s
Episode 759 avg. reward = 1.800, Long-term avg. reward = 3.016
..........AI : 20.204 s, Game : 6.940 s
Episode 760 avg. reward = 2.700, Long-term avg. reward = 3.013
..........AI : 26.862 s, Game : 9.860 s
Episode 761 avg. reward = 3.900, Long-term avg. reward = 3.022
..........AI : 32.653 s, Game : 11.668 s
Episode 762 avg. reward = 5.300, Long-term avg. reward = 3.045
..........AI : 30.172 s, Game : 10.639 s
Episode 763 avg. reward = 4.400, Long-term avg. reward = 3.058
..........AI : 19.946 s, Game : 7.034 s
Episode 764 avg. reward = 2.100, Long-term avg. reward = 3.049
..........AI : 29.942 s, Game : 10.584 s
Episode 765 avg. reward = 4.800, Long-term avg. reward = 3.066
..........AI : 30.354 s, Game : 10.188 s
Episode 766 avg. reward = 5.600, Long-term avg. reward = 3.092
..........AI : 24.534 s, Game : 8.964 s
Episode 767 avg. reward = 3.600, Long-term avg. reward = 3.097
..........AI : 26.000 s, Game : 9.098 s
Episode 768 avg. reward = 4.000, Long-term avg. reward = 3.106
..........AI : 31.076 s, Game : 10.946 s
Episode 769 avg. reward = 5.100, Long-term avg. reward = 3.126
..........AI : 43.817 s, Game : 14.955 s
Episode 770 avg. reward = 8.200, Long-term avg. reward = 3.177
..........AI : 21.147 s, Game : 7.605 s
Episode 771 avg. reward = 2.400, Long-term avg. reward = 3.169
..........AI : 32.633 s, Game : 11.075 s
Episode 772 avg. reward = 5.800, Long-term avg. reward = 3.195
..........AI : 23.806 s, Game : 8.348 s
Episode 773 avg. reward = 3.000, Long-term avg. reward = 3.193
..........AI : 22.387 s, Game : 7.839 s
Episode 774 avg. reward = 3.000, Long-term avg. reward = 3.191
..........AI : 30.205 s, Game : 10.893 s
Episode 775 avg. reward = 4.600, Long-term avg. reward = 3.205
..........AI : 25.814 s, Game : 8.953 s
